recommendation_id,exception_id,agent_name,confidence_score,recommended_action,draft_subject,draft_message,approval_status,created_on
AR00001333,EX00001333,SUPPLIER_ACK_AGENT,0.94,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000314,"Hello, please provide an update for PO 4500000314 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001334,EX00001334,SUPPLIER_ACK_AGENT,0.83,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000314,"Hello, please provide an update for PO 4500000314 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001335,EX00001335,SUPPLIER_ACK_AGENT,0.88,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000314,"Hello, please provide an update for PO 4500000314 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001336,EX00001336,PO_OVERDUE_AGENT,0.95,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000315,"Hello, please provide an update for PO 4500000315 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001337,EX00001337,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001338,EX00001338,PO_OVERDUE_AGENT,0.9,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001339,EX00001339,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00030. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001340,EX00001340,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00040. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001341,EX00001341,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00050. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001342,EX00001342,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001343,EX00001343,SUPPLIER_ACK_AGENT,0.89,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000316,"Hello, please provide an update for PO 4500000316 item 00060. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001344,EX00001344,PART_AVAILABILITY_AGENT,0.96,Review PO line status and remove from supply if cancelled.,Action required: DELETION FLAG ACTIVE for PO 4500000317,"Hello, please provide an update for PO 4500000317 item 00020. Review PO line status and remove from supply if cancelled.",SENT,2026-05-28
AR00001345,EX00001345,PO_OVERDUE_AGENT,0.76,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000318,"Hello, please provide an update for PO 4500000318 item 00010. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001346,EX00001346,SUPPLIER_ACK_AGENT,0.78,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000318,"Hello, please provide an update for PO 4500000318 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001347,EX00001347,PO_OVERDUE_AGENT,0.7,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000318,"Hello, please provide an update for PO 4500000318 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001348,EX00001348,PO_OVERDUE_AGENT,0.93,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000319,"Hello, please provide an update for PO 4500000319 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001349,EX00001349,PO_OVERDUE_AGENT,0.73,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000319,"Hello, please provide an update for PO 4500000319 item 00020. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001350,EX00001350,SUPPLIER_ACK_AGENT,0.8,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000319,"Hello, please provide an update for PO 4500000319 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001351,EX00001351,SUPPLIER_ACK_AGENT,0.91,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000319,"Hello, please provide an update for PO 4500000319 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001352,EX00001352,PO_OVERDUE_AGENT,0.75,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000320,"Hello, please provide an update for PO 4500000320 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001353,EX00001353,SUPPLIER_ACK_AGENT,0.81,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000320,"Hello, please provide an update for PO 4500000320 item 00030. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001354,EX00001354,PO_OVERDUE_AGENT,0.85,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000320,"Hello, please provide an update for PO 4500000320 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001355,EX00001355,PO_OVERDUE_AGENT,0.77,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00010. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001356,EX00001356,PO_OVERDUE_AGENT,0.86,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00010. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001357,EX00001357,SUPPLIER_ACK_AGENT,0.81,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00020. Send acknowledgement reminder and escalate if no response in 24 hours.",SENT,2026-05-28
AR00001358,EX00001358,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001359,EX00001359,PO_OVERDUE_AGENT,0.94,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00040. Send expedite request and ask for revised commit date.",SENT,2026-05-28
AR00001360,EX00001360,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001361,EX00001361,SUPPLIER_ACK_AGENT,0.79,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00050. Request split shipment or alternate source review.",REJECTED,2026-05-28
AR00001362,EX00001362,SUPPLIER_ACK_AGENT,0.7,Request split shipment or alternate source review.,Action required: SUPPLIER COMMIT LATE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00050. Request split shipment or alternate source review.",PENDING,2026-05-28
AR00001363,EX00001363,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00060. Send expedite request and ask for revised commit date.",REJECTED,2026-05-28
AR00001364,EX00001364,SUPPLIER_ACK_AGENT,0.79,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000321,"Hello, please provide an update for PO 4500000321 item 00070. Send acknowledgement reminder and escalate if no response in 24 hours.",REJECTED,2026-05-28
AR00001365,EX00001365,SUPPLIER_ACK_AGENT,0.77,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000322,"Hello, please provide an update for PO 4500000322 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001366,EX00001366,SUPPLIER_ACK_AGENT,0.77,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000322,"Hello, please provide an update for PO 4500000322 item 00030. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001367,EX00001367,PO_OVERDUE_AGENT,0.69,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000323,"Hello, please provide an update for PO 4500000323 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001368,EX00001368,PO_OVERDUE_AGENT,0.84,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000323,"Hello, please provide an update for PO 4500000323 item 00050. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001369,EX00001369,SUPPLIER_ACK_AGENT,0.91,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001370,EX00001370,SUPPLIER_ACK_AGENT,0.79,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",PENDING,2026-05-28
AR00001371,EX00001371,SUPPLIER_ACK_AGENT,0.86,Send acknowledgement reminder and escalate if no response in 24 hours.,Action required: ACK MISSING for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00010. Send acknowledgement reminder and escalate if no response in 24 hours.",APPROVED,2026-05-28
AR00001372,EX00001372,PO_OVERDUE_AGENT,0.68,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00020. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001373,EX00001373,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001374,EX00001374,PO_OVERDUE_AGENT,0.96,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00030. Send expedite request and ask for revised commit date.",APPROVED,2026-05-28
AR00001375,EX00001375,PO_OVERDUE_AGENT,0.87,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000324,"Hello, please provide an update for PO 4500000324 item 00040. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
AR00001376,EX00001376,PO_OVERDUE_AGENT,0.92,Send expedite request and ask for revised commit date.,Action required: PO OVERDUE for PO 4500000325,"Hello, please provide an update for PO 4500000325 item 00030. Send expedite request and ask for revised commit date.",PENDING,2026-05-28
